Date,Open,High,Low,Close,Adj Close,Volume
2024-01-04,1666.900024,1674.449951,1638.199951,1641.699951,1641.699951,2835768
2024-01-05,1647.949951,1661.500000,1636.500000,1642.000000,1642.000000,1709313
2024-01-08,1648.150024,1653.400024,1606.099976,1616.150024,1616.150024,1492195
2024-01-09,1625.000000,1636.800049,1615.000000,1629.900024,1629.900024,2542484
2024-01-10,1645.000000,1647.449951,1621.349976,1632.800049,1632.800049,1954233
2024-01-11,1643.900024,1651.250000,1625.849976,1628.650024,1628.650024,2228002
2024-01-12,1630.000000,1633.849976,1601.500000,1624.449951,1624.449951,3061539
2024-01-15,1635.000000,1640.900024,1616.099976,1635.550049,1635.550049,1405514
2024-01-16,1638.000000,1640.000000,1617.550049,1620.349976,1620.349976,2236688
2024-01-17,1612.000000,1615.000000,1591.000000,1597.699951,1597.699951,2548169
2024-01-18,1600.000000,1623.300049,1580.650024,1617.250000,1617.250000,2328588
2024-01-19,1624.949951,1659.000000,1622.250000,1655.550049,1655.550049,2836976
2024-01-23,1619.000000,1647.599976,1588.250000,1595.199951,1595.199951,2772880
2024-01-24,1595.000000,1632.300049,1575.000000,1628.099976,1628.099976,2543323
2024-01-25,1631.599976,1642.750000,1603.900024,1635.500000,1635.500000,2038472
2024-01-29,1635.500000,1645.000000,1625.000000,1640.000000,1640.000000,3075670
2024-01-30,1649.949951,1659.500000,1614.449951,1620.349976,1620.349976,2569098
2024-01-31,1615.050049,1658.300049,1609.050049,1651.550049,1651.550049,3154787
2024-02-01,1659.250000,1702.599976,1645.550049,1651.150024,1651.150024,4065784
2024-02-02,1655.000000,1687.050049,1650.000000,1660.750000,1660.750000,3304158
2024-02-05,1676.699951,1712.849976,1665.099976,1703.550049,1703.550049,3525423
2024-02-06,1710.949951,1730.000000,1706.000000,1727.650024,1727.650024,2219874
2024-02-07,1731.449951,1752.000000,1715.699951,1721.000000,1721.000000,1213661
2024-02-08,1729.000000,1743.900024,1675.550049,1685.900024,1685.900024,2550690
2024-02-09,1686.000000,1689.750000,1628.000000,1646.400024,1646.400024,2033950
2024-02-12,1654.000000,1675.050049,1640.550049,1660.449951,1660.449951,1197925
2024-02-13,1670.000000,1679.400024,1623.449951,1646.750000,1646.750000,2075130
2024-02-14,1631.000000,1679.650024,1623.900024,1657.050049,1657.050049,4368695
2024-02-15,1681.050049,1784.900024,1668.099976,1765.050049,1765.050049,9887134
2024-02-16,1788.000000,1864.650024,1776.849976,1835.550049,1835.550049,7188957
2024-02-19,1836.050049,1856.449951,1820.000000,1848.550049,1848.550049,2682236
2024-02-20,1837.400024,1860.000000,1820.500000,1853.650024,1853.650024,1830562
2024-02-21,1849.900024,1889.699951,1846.699951,1859.650024,1859.650024,4466234
2024-02-22,1870.949951,1917.000000,1853.000000,1910.349976,1910.349976,3360123
2024-02-23,1926.349976,1947.849976,1901.099976,1929.949951,1929.949951,3323441
2024-02-26,1935.000000,1951.000000,1925.199951,1929.800049,1929.800049,2436063
2024-02-27,1926.000000,1956.949951,1915.050049,1950.599976,1950.599976,2821465
2024-02-28,1951.949951,1953.150024,1897.050049,1901.650024,1901.650024,2010429
2024-02-29,1902.849976,1950.900024,1892.550049,1932.400024,1932.400024,5539065
2024-03-01,1933.599976,1982.300049,1930.500000,1972.949951,1972.949951,3384932
2024-03-04,1967.000000,1974.949951,1919.050049,1921.050049,1921.050049,1645331
2024-03-05,1925.000000,1968.000000,1923.050049,1939.250000,1939.250000,2208384
2024-03-06,1945.000000,1979.900024,1922.000000,1970.650024,1970.650024,1673183
2024-03-07,1930.150024,1932.150024,1884.300049,1897.550049,1897.550049,18323831
2024-03-11,1913.000000,1913.699951,1873.300049,1894.349976,1894.349976,3250782
2024-03-12,1892.000000,1898.349976,1876.650024,1895.150024,1895.150024,3186510
2024-03-13,1896.000000,1901.400024,1844.250000,1853.699951,1853.699951,4270994
2024-03-14,1853.699951,1895.599976,1844.599976,1890.550049,1890.550049,2388133
2024-03-15,1875.000000,1882.099976,1788.800049,1799.500000,1799.500000,5504948
2024-03-18,1807.949951,1867.400024,1801.050049,1856.050049,1856.050049,3404076
2024-03-19,1856.050049,1865.000000,1826.800049,1843.900024,1843.900024,2189225
2024-03-20,1851.949951,1859.050049,1820.550049,1844.400024,1844.400024,1550415
2024-03-21,1859.949951,1875.000000,1845.000000,1865.849976,1865.849976,2072960
2024-03-22,1865.849976,1905.449951,1847.250000,1878.800049,1878.800049,3786990
2024-03-26,1878.199951,1917.500000,1861.099976,1863.949951,1863.949951,4092744
2024-03-27,1869.900024,1899.900024,1855.300049,1881.150024,1881.150024,4196597
2024-03-28,1881.150024,1962.949951,1870.349976,1921.349976,1921.349976,3790854
2024-04-01,1938.000000,1963.849976,1891.800049,1915.949951,1915.949951,2765845
2024-04-02,1915.949951,1977.500000,1901.449951,1971.949951,1971.949951,3431715
2024-04-03,1967.000000,2003.300049,1956.199951,1989.300049,1989.300049,3615370
2024-04-04,1999.000000,2015.000000,1963.199951,2002.699951,2002.699951,3007920
2024-04-05,1995.349976,2027.449951,1992.250000,2013.300049,2013.300049,2767027
2024-04-08,2018.000000,2087.000000,2016.900024,2078.100098,2078.100098,2781568
2024-04-09,2095.000000,2098.649902,2070.100098,2090.899902,2090.899902,2853137
2024-04-10,2098.449951,2108.600098,2070.000000,2076.199951,2076.199951,2280814
2024-04-12,2084.000000,2087.500000,2051.649902,2070.949951,2070.949951,4008660
2024-04-15,2055.250000,2083.899902,2035.000000,2053.449951,2053.449951,2024919
2024-04-16,2047.050049,2073.750000,2027.750000,2031.300049,2031.300049,1981730
2024-04-18,2031.300049,2087.000000,2016.500000,2024.949951,2024.949951,3539862
2024-04-19,2034.000000,2087.000000,1998.199951,2082.899902,2082.899902,3253248
2024-04-22,2124.550049,2133.000000,2065.000000,2090.649902,2090.649902,2449171
2024-04-23,2096.000000,2114.000000,2056.850098,2062.600098,2062.600098,2886136
2024-04-24,2055.000000,2090.850098,2052.949951,2058.449951,2058.449951,1929834
2024-04-25,2060.000000,2113.949951,2041.900024,2096.850098,2096.850098,3084498
2024-04-26,2099.550049,2103.000000,2038.800049,2044.900024,2044.900024,2952484
2024-04-29,2045.500000,2068.350098,2001.000000,2062.050049,2062.050049,2724604
2024-04-30,2073.050049,2169.000000,2073.050049,2156.350098,2156.350098,5745143
2024-05-02,2165.100098,2204.000000,2165.100098,2185.149902,2185.149902,3347541
2024-05-03,2210.000000,2210.000000,2172.350098,2193.000000,2193.000000,3859227
2024-05-06,2200.449951,2240.000000,2190.000000,2224.949951,2224.949951,2111447
2024-05-07,2236.000000,2236.899902,2164.850098,2191.500000,2191.500000,1727823
2024-05-08,2191.699951,2195.000000,2160.000000,2182.399902,2182.399902,1993202
2024-05-09,2185.550049,2256.750000,2185.000000,2212.550049,2212.550049,3998822
2024-05-10,2211.850098,2231.649902,2183.000000,2193.050049,2193.050049,3045912
2024-05-13,2208.000000,2208.050049,2160.000000,2184.250000,2184.250000,2575573
2024-05-14,2175.000000,2280.350098,2175.000000,2269.899902,2269.899902,3830189
2024-05-15,2281.300049,2317.149902,2256.000000,2302.300049,2302.300049,2569084
2024-05-16,2319.449951,2393.899902,2286.199951,2371.750000,2371.750000,7444517
2024-05-17,2425.350098,2557.949951,2425.350098,2514.600098,2514.600098,9796445
2024-05-21,2503.000000,2536.949951,2467.000000,2522.649902,2522.649902,3747292
2024-05-22,2521.699951,2535.000000,2490.000000,2521.050049,2521.050049,2974921
2024-05-23,2520.000000,2617.399902,2500.250000,2609.199951,2609.199951,4715263
2024-05-24,2589.800049,2605.000000,2572.399902,2579.750000,2579.750000,2919241
2024-05-27,2581.149902,2589.750000,2541.000000,2549.100098,2549.100098,3328559
2024-05-28,2550.000000,2581.949951,2548.000000,2552.800049,2552.800049,1549203
2024-05-29,2510.250000,2547.000000,2500.600098,2533.649902,2533.649902,2720451
2024-05-30,2518.000000,2531.449951,2478.000000,2493.500000,2493.500000,3367101
2024-05-31,2517.750000,2569.199951,2495.149902,2506.250000,2506.250000,8769724
2024-06-03,2575.050049,2654.350098,2570.399902,2634.000000,2634.000000,2701157
2024-06-04,2634.250000,2639.000000,2448.199951,2572.899902,2572.899902,6372249
2024-06-05,2572.899902,2753.699951,2571.800049,2740.949951,2740.949951,4242881
2024-06-06,2745.000000,2761.899902,2670.899902,2699.850098,2699.850098,4992660
2024-06-07,2668.350098,2867.600098,2668.350098,2857.449951,2857.449951,6447821
2024-06-10,2861.000000,2886.000000,2800.000000,2807.550049,2807.550049,2021106
2024-06-11,2821.000000,2855.000000,2813.399902,2835.550049,2835.550049,2298974
2024-06-12,2835.550049,2848.600098,2782.050049,2787.550049,2787.550049,2580846
2024-06-13,2850.000000,2879.100098,2788.649902,2861.699951,2861.699951,2492637
2024-06-14,2875.000000,2946.000000,2865.000000,2928.600098,2928.600098,3515019
2024-06-18,2965.000000,3013.500000,2956.649902,2961.899902,2961.899902,4887512
2024-06-19,2975.000000,2977.000000,2926.449951,2933.850098,2933.850098,3512298
2024-06-20,2945.050049,2954.750000,2857.300049,2871.199951,2871.199951,4024418
2024-06-21,2884.750000,2920.899902,2825.050049,2839.949951,2839.949951,8400461
2024-06-24,2836.500000,2923.949951,2813.050049,2915.800049,2915.800049,2699784
2024-06-25,2921.199951,2947.000000,2891.050049,2909.399902,2909.399902,1910886
2024-06-26,2907.050049,2912.949951,2844.600098,2851.500000,2851.500000,3282318
2024-06-27,2842.000000,2905.000000,2793.050049,2888.949951,2888.949951,6900180
2024-06-28,2855.000000,2896.000000,2855.000000,2866.649902,2866.649902,2548169
2024-07-01,2841.000000,2894.050049,2838.250000,2875.850098,2875.850098,1718501
2024-07-02,2890.199951,2891.000000,2850.000000,2865.149902,2865.149902,1507890
2024-07-03,2871.000000,2895.000000,2865.100098,2877.949951,2877.949951,1019554
